25,1538707,481100147
10,1491301,5702696
10,1490388,5702927
10,1491330,5835753
10,1402116,5885998
10,1402181,5886332
10,1439131,5886800
10,1404847,5888346
10,1404883,5888603
10,1405939,5889769
10,1405748,5889853
10,1407072,5890488
10,1406865,5890538
10,1407807,5894995
10,1407789,5895024
10,1404222,5957832
10,1408266,6251774
10,1408609,6252024
10,1409634,6256493
10,1411290,6278709
10,1411879,6279729
10,1445036,6282199
10,1446926,6282923
10,1449524,6295165
10,1450546,6297806
10,1450600,6298063
10,1451508,6299884
10,1491906,6301556
10,1491908,6301924
10,1483148,6311360
10,1484548,6313199
25,1510009,165290210
25,1510015,165290467
25,1510017,165290516
25,1510012,165290636
25,1510014,165290703
25,1510011,165290733
25,1511828,165290816
25,1511832,165290839
25,1511844,165290934
25,1511834,165290961
25,1511842,165291046
25,1511838,165291191
25,1511845,165291278
25,1401658,417512912
25,1402617,417512936
25,1402657,417513004
25,1403930,417513232
25,1406366,417513487
25,1404291,417513545
25,1423472,417513558
25,1425227,417513847
25,1426480,417513920
25,1428007,417514110
25,1429860,417514201
25,1430966,417514261
25,1432618,417514393
25,1437634,417514744
25,1441824,417514895
25,1527592,448435212
25,1425968,452081982
25,1427632,452085546
25,1428695,452094282
25,1430457,452096312
25,1432211,452096510
25,1435520,452113507
25,1441266,452114233
25,1443293,452114687
25,1445285,452116247
25,1446758,452116394
25,1447838,452116497
25,1449114,452117105
25,1449735,452160092
25,1450525,452160116
25,1453908,452163483
25,1455198,452164132
25,1457002,452164830
25,1458098,452164989
25,1459060,452165851
25,1524445,455683103
25,1484501,455724231
25,1484197,455724334
25,1483132,455725075
25,1483109,455725185
25,1478059,455726953
25,1476377,455727840
25,1476346,455728190
25,1475246,455729245
25,1475241,455729353
25,1464102,455785842
25,1462906,455786155
25,1488268,455796919
10,1489459,5701448
10,1488896,5701573
10,1406371,5890135
25,1414054,448670233
25,1417946,448790856
25,1417955,450135496
10,1494945,5698166
10,1494982,5698423
10,1487589,5701391
10,1486767,5701552
10,1488855,5701728
10,1488310,5702341
10,1489507,5702520
10,1489774,5702662
10,1490119,5702760
10,1490820,5703820
10,1491600,6300480
10,1493240,6307464
25,1511318,447295678
25,1512334,448503442
25,1512344,448503907
25,1512349,448504101
25,1512352,448505955
25,1513416,165292437
25,1453606,449940116
25,1453629,450427815
25,1453626,450436696
25,1512171,450446283
25,1464475,450784009
25,1493242,450803812
25,1459984,452165916
25,1500357,453728468
10,1512447,6644255
10,1484850,6631571
10,1533275,6656797
25,1412130,449926882
25,1425497,448805660
25,1495873,450515772
25,1477825,450752460
25,1526136,165289179
25,1506774,165289981
25,1526142,165290362
25,1526143,165290375
25,1527468,165291076
25,1513407,165291222
25,1527479,165291313
25,1527449,165291399
25,1527482,165291448
25,1527470,165291542
25,1527485,165291561
25,1528966,165291669
25,1527469,165291724
25,1529802,165291754
25,1529809,165291900
25,1529813,165291997
25,1529830,165292160
25,1529810,165292233
25,1531032,165292343
25,1531029,165292362
25,1531033,165292495
25,1531036,165292563
25,1531030,165292587
25,1531035,165292676
25,1531034,165292698
25,1532158,165292761
25,1531039,165292776
25,1532128,165292847
25,1532163,165292859
25,1532178,165292931
25,1532177,165293191
25,1532176,165293283
25,1532175,165293454
25,1534638,165293648
25,1533455,165293777
25,1533447,165293801
25,1534626,165293935
25,1534665,165293967
25,1533478,165294033
25,1534629,165294067
25,1534630,165294173
25,1534658,165294204
25,1536139,165294328
25,1537213,165294364
25,1536101,165294452
25,1536185,165294522
25,1536187,165294601
25,1536181,165294944
25,1537222,165294982
25,1537234,165295230
25,1525600,243656042
25,1525707,243669831
25,1525586,243672148
25,1525703,243673399
25,1525594,243674236
25,1525576,243675502
25,1525577,243676269
25,1525715,243683645
25,1525705,243684050
25,1525702,243685874
25,1525709,243686281
25,1525579,243686464
25,1525714,243686863
25,1525593,243686902
25,1525701,243687733
25,1525711,243688821
25,1525583,243691598
25,1525710,243692208
25,1525598,243694934
25,1525713,243697548
25,1525716,243698481
25,1525599,243702813
25,1525596,243718655
25,1525712,243718660
25,1525584,243718779
25,1525592,243719118
25,1525589,243719519
25,1525591,243719667
25,1525590,243720057
25,1525585,243720258
25,1525719,243720297
25,1525581,243720336
25,1525717,243720492
25,1525721,243720663
25,1475534,244700733
25,1475533,244701003
25,1475530,244701072
25,1475549,244701623
25,1475539,244701888
25,1475547,244702278
25,1475546,244702470
25,1475536,244702786
25,1475545,244703936
25,1475551,244705196
25,1475543,244705426
25,1467801,244705958
25,1475544,244707253
25,1475552,244707485
25,1475548,244707965
25,1475550,244708260
25,1475559,244709724
25,1475558,244717418
25,1475556,244718704
25,1475561,244719455
25,1475562,244719876
25,1475563,244723437
25,1475557,244724083
25,1475560,244724880
25,1467807,244726332
25,1475564,244727080
25,1475572,244728005
25,1475575,244732252
25,1475569,244732322
25,1475570,244733033
25,1475574,244733274
25,1475567,244733927
25,1475573,244735022
25,1475571,244735795
25,1475576,244735849
25,1475568,244737327
25,1475579,244737798
25,1475584,244738543
25,1475583,244739443
25,1475581,244739456
25,1475598,244740848
25,1475580,244741598
25,1475587,244742609
25,1475586,244743577
25,1475593,244744608
25,1475588,244745931
25,1475589,244746133
25,1475594,244747212
25,1476701,244747278
25,1476702,244748263
25,1475597,244748352
25,1475596,244748983
25,1476715,244749493
25,1476712,244750036
25,1475599,244751935
25,1476709,244753000
25,1475600,244754206
25,1476708,244754854
25,1476723,244757552
25,1476720,244757803
25,1476707,244758156
25,1476706,244758234
25,1476710,244758435
25,1476713,244759324
25,1476711,244760651
25,1476732,244760895
25,1476722,244760964
25,1476721,244761423
25,1476719,244761733
25,1476718,244762825
25,1476714,244763757
25,1476716,244764345
25,1476717,244764891
25,1476727,244765722
25,1476735,244766202
25,1476731,244766259
25,1476737,244768014
25,1476726,244768646
25,1476733,244769767
25,1476738,244771244
25,1476739,244771425
25,1476736,244771921
25,1476753,244774827
25,1476751,244776644
25,1476734,244776885
25,1476741,244779514
25,1476745,244779890
25,1476752,244780204
25,1476746,244780399
25,1476748,244782958
25,1476749,244783363
25,1476754,244784727
25,1476747,244786605
25,1476750,244789762
25,1476763,244793115
25,1476762,244794753
25,1476761,244794768
25,1476764,244800411
25,1476773,244807718
25,1476765,244809904
25,1476760,244811750
25,1476759,244812941
25,1476768,244816443
25,1476771,244818249
25,1476758,244818397
25,1476766,244818714
25,1476779,244823680
25,1476772,244882630
25,1476775,244883478
25,1476776,244884161
25,1476778,244884595
25,1476774,244885106
25,1476791,244889584
25,1476777,244890215
25,1476789,244891151
25,1476793,244892401
25,1476790,244892592
25,1476787,244894404
25,1476780,244894766
25,1476792,244894928
25,1476786,244896317
25,1467805,244897106
25,1476794,244897419
25,1476799,244897840
25,1476788,244898110
25,1476785,244898566
25,1476798,244898835
25,1476797,244899124
25,1477705,244899461
25,1477703,244901130
25,1476800,244901165
25,1477706,244906243
25,1477701,244907100
25,1477712,244908375
25,1477704,244908700
25,1477702,244911976
25,1477720,244912273
25,1477718,244912365
25,1477715,244914314
25,1477719,244914613
25,1477721,244915050
25,1477716,244915950
25,1477717,244916491
25,1477726,244919042
25,1477730,244921930
25,1477722,244923303
25,1477728,244924435
25,1477745,244925516
25,1477731,244925529
25,1477740,244927587
25,1477733,244927743
25,1477741,244927755
25,1477736,244927874
25,1477729,244932433
25,1477742,244932898
25,1477727,244933781
25,1477734,244939048
25,1477746,244940213
25,1477735,244943068
25,1467804,244944657
25,1477737,244944774
25,1477739,244945567
25,1477753,244945653
25,1477750,244945884
25,1477756,244946161
25,1477752,244947116
25,1477765,244947819
25,1477751,244950288
25,1477755,244951198
25,1477763,244952169
25,1477754,244954835
25,1477780,244956973
25,1477760,244957875
25,1477764,244958512
25,1477761,244958608
25,1477772,244959019
25,1477776,244959693
25,1477778,244959708
25,1477766,244960549
25,1477762,244961052
25,1477774,244961287
25,1477767,244962960
25,1477786,244963285
25,1477775,244964344
25,1477779,244964986
25,1477773,244966713
25,1477782,244966727
25,1477777,244967266
25,1477796,244968346
25,1477785,244968760
25,1477790,244969888
25,1477784,244970222
25,1477793,244972344
25,1477789,244972829
25,1477799,244976480
25,1477800,244978643
25,1477787,244982651
25,1477788,244982666
25,1465796,244984149
25,1477795,244986805
25,1479204,244987194
25,1477797,244989637
25,1479238,244993085
25,1479202,244993241
25,1479214,244994525
25,1479210,244997905
25,1479205,244999997
25,1479217,245000411
25,1479216,245001748
25,1479222,245001768
25,1479209,245002771
25,1479215,245004427
25,1479207,245004801
25,1479208,245005080
25,1479211,245005544
25,1479225,245007872
25,1479232,245010719
25,1479231,245012017
25,1479221,245015037
25,1479226,245016847
25,1479233,245017200
25,1479224,245017220
25,1479230,245020961
25,1479246,245022670
25,1479237,245026659
25,1479235,245029111
25,1479241,245029646
25,1479249,245031127
25,1479256,245033664
25,1479250,245036576
25,1479251,245040248
25,1501250,245041064
25,1479248,245041891
25,1474435,245041997
25,1479258,245043472
25,1501254,245045417
25,1479261,245046001
25,1501249,245049821
25,1479257,245050432
25,1479260,245051105
25,1479254,245052149
25,1501246,245054544
25,1501252,245056823
25,1501248,245061929
25,1501257,245066523
25,1501262,245067897
25,1501255,245073873
25,1501263,245074817
25,1501258,245075697
25,1501260,245075948
25,1501259,245078864
25,1501264,245079117
25,1501261,245082063
25,1501266,245082128
25,1501269,245087307
25,1501265,245088262
25,1501267,245088663
25,1501271,245092764
25,1501273,245092782
25,1501270,245092855
25,1467806,245092959
25,1501283,245093097
25,1501272,245093839
25,1501278,245094684
25,1501274,245094956
25,1501284,245095057
25,1501277,245095139
25,1501276,245097841
25,1501285,245097936
25,1501280,245097944
25,1501290,245102381
25,1501289,245103056
25,1501286,245103078
25,1501288,245104258
25,1501297,245106623
25,1501293,245107644
25,1501901,245107716
25,1501906,245107886
25,1501294,245109934
25,1501902,245110681
25,1501299,245110756
25,1501298,245110762
25,1501903,245111649
25,1501908,245111767
25,1501907,245112112
25,1501910,245114718
25,1501916,245116068
25,1501909,245118191
25,1501914,245121842
25,1501923,245122679
25,1501913,245125448
25,1501917,245126250
25,1501918,245127918
25,1501911,245128374
25,1501915,245129014
25,1501919,245131639
25,1501926,245135170
25,1501934,245136617
25,1501933,245142883
25,1501924,245146129
25,1501931,245146782
25,1501925,245148035
25,1501939,245148716
25,1501927,245149305
25,1501936,245149871
25,1501937,245150669
25,1501929,245152997
25,1501932,245153219
25,1501940,245154163
25,1501954,245154703
25,1501942,245154891
25,1501947,245155075
25,1501944,245155603
25,1501950,245156255
25,1501966,245156845
25,1501948,245156925
25,1501949,245157493
25,1501958,245158781
25,1474433,245159088
25,1474430,245159818
25,1474449,245160316
25,1474440,245160408
25,1465791,245160635
25,1474442,245161016
25,1474443,245161111
25,1474441,245161214
25,1474445,245162461
25,1474451,245162704
25,1474448,245163043
25,1474454,245164537
25,1474450,245165949
25,1474461,245168534
25,1474447,245168634
25,1474462,245171496
25,1474459,245172420
25,1474458,245173104
25,1465789,245173723
25,1474460,245174032
25,1474457,245174300
25,1474456,245178215
25,1474473,245178284
25,1474464,245178533
25,1474463,245178936
25,1474474,245179968
